Docket Number,Violation Number,Issued Date,Issuing Department,Last Hearing Date,Property Address,Violation Type,Entity or Person(s),Disposition Description,Total Fines,Total Administrative Costs,Interest Amount,Collection Costs or Attorney Fees,Court Cost,Original Total Amount Due,Total Paid,Current Amount Due,Latitude,Longitude,Location
18CP067070,P005288951|P005288953|P005288955,07/30/2018,POLICE,10/05/2018 09:00:00 AM,4055 S FRANCISCO AVE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"HSBC BANK USA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.8193402029802,-87.69686720475,POINT (-87.69686720475 41.8193402029802)
11CP067551,P003059740|P003059741|P003059742|P003059743,10/05/2011,POLICE,12/02/2011 01:00:00 PM,10554 S LASALLE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.70191094301606,-87.6270901098318,POINT (-87.6270901098318 41.70191094301606)
17CP029762,P005195409|P005195410|P005195411|P005195412|P005195413|P005195414,04/03/2017,POLICE,05/05/2017 11:00:00 AM,7173 S MICHIGAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.7638507254084,-87.62150707016293,POINT (-87.62150707016293 41.7638507254084)
12CP081159,P004015680,11/07/2012,POLICE,01/04/2013 01:00:00 PM,4943 W KAMERLING ,13-12-140  Watchman required,"U S BANK, ",Not liable - City failed to establish prima facie case,300.00,0.00,6.42,53.30,0.00,399.72,491.00,-91.28,41.90492320599262,-87.7502001478805,POINT (-87.7502001478805 41.90492320599262)
11CP069618,P003018090|P003018091|P003018092|P003018093|P003018094|P003018095,10/18/2011,POLICE,12/02/2011 09:00:00 AM,5430 S WINCHESTER ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"NATIONWIDE REO LLC C/O PETER DRAVILAS, ",Default - Liable by prove-up,4300.00,0.00,446.24,1223.88,223.00,6233.12,6417.06,-183.94,41.79483012735898,-87.67325551184871,POINT (-87.67325551184871 41.79483012735898)
11CP038661,P002092411|P002092412,07/04/2011,POLICE,08/05/2011 11:00:00 AM,8528 S BUFFALO ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"WELLS FARGO, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.74022502293438,-87.54432232205657,POINT (-87.54432232205657 41.74022502293438)
11CP007770,P002509141|P002509142,02/18/2011,POLICE,06/03/2011 09:00:00 AM,844 W 51 PL ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"NATIONWIDE REO LLC, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.80075776647767,-87.64710216075217,POINT (-87.64710216075217 41.80075776647767)
15CP153574,P004881268|P004882003,11/14/2015,POLICE,02/05/2016 11:00:00 AM,228 W 109TH ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"WELLS FARGO HOME MORTGAGE, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.69626700577647,-87.62916202424528,POINT (-87.62916202424528 41.69626700577647)
14CP154448,P004330409|P004330410|P004330411|P004330412|P004330413|P004330414,10/07/2014,POLICE,12/05/2014 01:00:00 PM,7823 S MARQUETTE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"HSBC BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.752939772064984,-87.55832064092648,POINT (-87.55832064092648 41.752939772064984)
15CP140040,P004909943|P004909944|P004909945|P004909958|P004909959|P004909960,09/17/2015,POLICE,11/06/2015 09:00:00 AM,5143 S RIDEGWAY ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BAYVIEW LOAN SERVICING LLC, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
14CP018962,P004231785|P004231786|P004231787|P004231788|P004231789|P004231825,02/12/2014,POLICE,04/04/2014 09:00:00 AM,5419 S HERMITAGE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BAYVIEW LOAN SERVICING LLC, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.79521204547555,-87.66811410790437,POINT (-87.66811410790437 41.79521204547555)
13CP045417,P004016919|P004016920|P004016921|P004016922|P004016923|P004016924,06/04/2013,POLICE,07/05/2013 01:00:00 PM,4831 W WASHIGNTON ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
15CP087518,P004659503|P004659504|P004659505|P004659506,05/20/2015,POLICE,08/07/2015 01:00:00 PM,10857 S EDBROOKE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"STANDARD BANK AND TRUST CO, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.696422153780325,-87.61943180113236,POINT (-87.61943180113236 41.696422153780325)
11CP023564,P002092134|P002092135,05/04/2011,POLICE,06/03/2011 11:00:00 AM,2929 E 78TH ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"FEDERAL HOME LOAN MRT, ",Default - Liable by prove-up,1300.00,0.00,85.27,377.88,26.09,1829.24,1517.07,0.00,41.754143576654585,-87.55323178763776,POINT (-87.55323178763776 41.754143576654585)
17CP105705,P005247061|P005247062|P005247063|P005247064|P005247065,11/08/2017,POLICE,01/05/2018 01:00:00 PM,6325 S JUSTINE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"MIDFIRST BANK, ",Default - Liable by prove-up,3800.00,0.00,25.56,0.00,0.00,3865.56,3865.56,0.00,41.77872613442765,-87.66282121567404,POINT (-87.66282121567404 41.77872613442765)
14CP113990,P004347063|P004347064,07/23/2014,POLICE,10/03/2014 11:00:00 AM,259 W 117TH ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"DEUTSCHE BANK NATIONAL TRUST COMPANY, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.681482201320556,-87.62991089876343,POINT (-87.62991089876343 41.681482201320556)
15CP037190,P004620484|P004620485,03/01/2015,POLICE,04/03/2015 01:00:00 PM,3540 W FLOURNOY ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.872781658999834,-87.7148216837424,POINT (-87.7148216837424 41.872781658999834)
15CP019052,P004640876|P004640877|P004640878|P004640879|P004640880|P004640881,01/19/2015,POLICE,03/06/2015 09:00:00 AM,658 W 62ND ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.7817203371596,-87.64225445228163,POINT (-87.64225445228163 41.7817203371596)
13CP095058,P004155501|P004155502|P004155503|P004155504|P004155505|P004155506,10/30/2013,POLICE,01/03/2014 09:00:00 AM,2946 W 53TH ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CITIMORTGAGE, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.797372618084616,-87.69821890097113,POINT (-87.69821890097113 41.797372618084616)
17CP009061,P005145209|P005145209|P005145210|P005145210|P005145211|P005145211,02/01/2017,POLICE,03/03/2017 11:00:00 AM,11240 S ST LOUIS ,13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.68841830574581,-87.70820353046551,POINT (-87.70820353046551 41.68841830574581)
18CP004053,P005605958|P005605959|P005605960|P005606417|P005606418|P005606426,12/29/2017,POLICE,02/02/2018 09:00:00 AM,6206 S FRANCISCO ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CHASE HOME FINANCE LLC, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.78063962593414,-87.6960185113366,POINT (-87.6960185113366 41.78063962593414)
15CP157181,P004933595|P004933596|P004933597,11/23/2015,POLICE,02/05/2016 09:00:00 AM,5435 S JUSTINE ,13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK NATL TRUST CO, ",Default - Liable by prove-up,1300.00,0.00,186.36,377.88,0.00,1904.24,1508.06,0.00,41.7948216634676,-87.66324534699669,POINT (-87.66324534699669 41.7948216634676)
17CP003222,P005171270|P005171271|P005171272|P005171273|P005171274|P005171275,12/05/2016,POLICE,03/03/2017 09:00:00 AM,3602 W 79TH ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BAYVIEW LOAN SERVICING LLC, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.74982798456569,-87.7122737906716,POINT (-87.7122737906716 41.74982798456569)
13CP022584,P003824247|P003824248|P003824249|P003824250|P003824278|P003824279,03/15/2013,POLICE,05/03/2013 09:00:00 AM,822 W 50 ST ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CITI MORTGAGE INC, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.80349982301728,-87.64634631322163,POINT (-87.64634631322163 41.80349982301728)
14CP156390,P004623352|P004623352|P004623353|P004623353|P004623354|P004623354|P004623875|P004623875|P004623876|P004623876|P004623877|P004623877,10/10/2014,POLICE,12/05/2014 11:00:00 AM,7809 S SO SHORE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
15CP133958,P004881204|P004881219,09/08/2015,POLICE,11/06/2015 11:00:00 AM,11739 S LASALLE ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.68046093773734,-87.62621765881443,POINT (-87.62621765881443 41.68046093773734)
13CP075656,P004320100|P004320751|P004320752|P004320753|P004320754|P004320755,08/22/2013,POLICE,02/07/2014 09:00:00 AM,6542 S ARTESIAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.77431914436686,-87.68487505101264,POINT (-87.68487505101264 41.77431914436686)
15CP142733,P004477695|P004477696|P004477697|P004477698|P004477699|P004477700,10/05/2015,POLICE,12/04/2015 09:00:00 AM,4858 S PAULINA ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"GMAC MORTGAGE, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.805029513630785,-87.667454071506,POINT (-87.667454071506 41.805029513630785)
19CP006251,P005787023|P005787024|P005787025|P005787026|P005787027|P005787028,01/18/2019,POLICE,03/01/2019 09:00:00 AM,6801 S OAKLEY ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"FANNIE MAE, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.77008677281995,-87.68070798081595,POINT (-87.68070798081595 41.77008677281995)
15CP032521,P004528164|P004528165|P004528166|P004528167|P004528168|P004528169,02/11/2015,POLICE,04/03/2015 09:00:00 AM,1425 W 49TH ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"FANNIE MAE, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.804905502278395,-87.66100750610286,POINT (-87.66100750610286 41.804905502278395)
11CP038633,P002184217|P002184218,07/03/2011,POLICE,08/05/2011 11:00:00 AM,9205 S GREENWOOD ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"DEUTSCHE BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.72743359247197,-87.59718669001732,POINT (-87.59718669001732 41.72743359247197)
13CP039644,P003821733|P003821734|P003821735|P003821736|P003821737|P003821738,05/13/2013,POLICE,07/05/2013 09:00:00 AM,5721 S JUSTINE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"NATION STAR MORTGAGE LLC, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.78965329570784,-87.66309327912671,POINT (-87.66309327912671 41.78965329570784)
12CP038129,P003217936|P003217937|P003217938|P003217939|P003217940|P003217941,06/05/2012,POLICE,02/01/2013 10:00:00 AM,4509 S RICHMOND ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"U S BANK AND TRUST, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.811541110071715,-87.69783147430684,POINT (-87.69783147430684 41.811541110071715)
13CP028803,P003832731,04/12/2013,POLICE,06/07/2013 09:00:00 AM,4057 S ARTESIAN ,13-12-140  Watchman required,"DEUTSCHE BANK AND TRUST, ",Liable - By plea,300.00,0.00,0.92,0.00,0.00,340.92,340.00,0.00,41.81952458958029,-87.68586093588037,POINT (-87.68586093588037 41.81952458958029)
17CP064933,P005272337|P005272338,07/03/2017,POLICE,11/03/2017 09:00:00 AM,6922 S LOOMIS ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"U S BANK N A, ",Liable - By plea,1300.00,0.00,0.00,0.00,0.00,1340.00,1340.00,0.00,41.767907219512644,-87.65919264085574,POINT (-87.65919264085574 41.767907219512644)
16CP088917,P005128779|P005128780|P005128781|P005128782|P005128783|P005128784,08/29/2016,POLICE,10/07/2016 09:00:00 AM,2312 W 72ND ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"HOUSING URBAN DEVELOPMENT, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.76301364952433,-87.68121546939382,POINT (-87.68121546939382 41.76301364952433)
15CP026473,P004620368|P004620369,02/02/2015,POLICE,03/06/2015 01:00:00 PM,1135 N SPRINGFIELD ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"BAC HOME LOANS SERVICING, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.90192437823673,-87.72369268603912,POINT (-87.72369268603912 41.90192437823673)
15CP076921,P003124888|P003124889|P003124890|P003124891|P003124892|P003124893,05/19/2015,POLICE,08/07/2015 09:00:00 AM,714 W 54TH PL ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"FEDERAL NATL MTG ASSN, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.79535880314348,-87.6433879667967,POINT (-87.6433879667967 41.79535880314348)
13CP100786,P004327828|P004327829|P004327832|P004327833|P004327836|P004327837,11/21/2013,POLICE,02/07/2014 09:00:00 AM,6211 S ARTESIAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CHASE HOME FINANCE LLC, ",City Non suit - Motion to set-aside default - Granted,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.78069478880915,-87.68475415650676,POINT (-87.68475415650676 41.78069478880915)
